sentence,span,type,uri,relation,question,gold familyName
"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Svendsen,person,(Q336668),family name,What is the family name of Svendsen?,Svendsen
"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",William Ackroyd,person,(Q109120689),family name,What is the family name of William Ackroyd?,Ackroyd
"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Alfred Wall,person,(Q107203434),family name,What is the family name of Alfred Wall?,Wall
"The principal pieces in the programme were Mendelssohn's String Quintet in B flat (Op. 87) and Svendsen’s String Octet in A (Op. 3), the latter being played by Messrs. Arthur Bent, Wallace Sutcliffe, William Ackroyd, Alfred Wall, Alfred Hobday, Percy Kearne, Paul Ludwig; and Tennyson Werge.",Alfred Hobday,person,(Q4722438),family name,What is the family name of Alfred Hobday?,
"Queen Victoria, on one of these occasions, had the advantage of hearing this new wonder, and was so delighted as to press M. Vivier to pay England a visit, which, need we say, M. Vivier intends very shortly to do.",Queen Victoria,person,(Q9439),family name,What is the family name of Queen Victoria?,
"Queen Victoria, on one of these occasions, had the advantage of hearing this new wonder, and was so delighted as to press M. Vivier to pay England a visit, which, need we say, M. Vivier intends very shortly to do.",M. Vivier,person,(Q16947558),family name,What is the family name of M. Vivier?,Vivier
"Queen Victoria, on one of these occasions, had the advantage of hearing this new wonder, and was so delighted as to press M. Vivier to pay England a visit, which, need we say, M. Vivier intends very shortly to do.",M. Vivier,person,(Q16947558),family name,What is the family name of M. Vivier?,Vivier
"As for the musical lite, we swimmingly: _ we - enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men= enter the new year, ringing and delssohn and Mozart and all those grand spirits, Do they not thake anew world of this old wicked earth? “metadata={sent_text:As for the musical lite we swimmingly : _we-enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men: ""enter the new year ringing and delssohn and Mozart and all those grand spirits Do they not thake anew world of this old wicked earth?“""}",Handel,person,(Q7302),family name,What is the family name of Handel?,Händel; Handel
"As for the musical lite, we swimmingly: _ we - enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men= enter the new year, ringing and delssohn and Mozart and all those grand spirits, Do they not thake anew world of this old wicked earth? “metadata={sent_text:As for the musical lite we swimmingly : _we-enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men: ""enter the new year ringing and delssohn and Mozart and all those grand spirits Do they not thake anew world of this old wicked earth?“""}",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"As for the musical lite, we swimmingly: _ we - enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men= enter the new year, ringing and delssohn and Mozart and all those grand spirits, Do they not thake anew world of this old wicked earth? “metadata={sent_text:As for the musical lite we swimmingly : _we-enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men: ""enter the new year ringing and delssohn and Mozart and all those grand spirits Do they not thake anew world of this old wicked earth?“""}",delssohn,person,(Q46096),family name,What is the family name of delssohn?,Mendelssohn; Bartholdy
"As for the musical lite, we swimmingly: _ we - enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men= enter the new year, ringing and delssohn and Mozart and all those grand spirits, Do they not thake anew world of this old wicked earth? “metadata={sent_text:As for the musical lite we swimmingly : _we-enter.with8our ears feet “rhythmically ‘lifted lay the harmori ies of Handel and Beethoven: and Men: ""enter the new year ringing and delssohn and Mozart and all those grand spirits Do they not thake anew world of this old wicked earth?“""}",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.",Bemberg,person,(Q3134049),family name,What is the family name of Bemberg?,Bemberg
"Perhaps the most interesting piece was Bemberg’s ‘La Ballade du Désespéré” for yoice“and declamation, beautifully rendered by Miss Gertrude Bevan and Miss Ellen M. Bowick, with the accompaniments well played by the Misses Edith Byford, May H. Mukle, and Mabel E. Colyer.",May H. Mukle,person,(Q22312922),family name,What is the family name of May H. Mukle?,
"While no one could be more expressive than he was in such a camtabile as “Fra poco” in ‘Lucia,’ or Tutto scielte” ‘La Sonnambula,” he would fling into the midst of ~one of Rossini’s grandest adugios a roulade, interapinable, unmeaning, and absolutely bordering on vulgarity.",Rossini,person,(Q9726),family name,What is the family name of Rossini?,Rossini
"Tre performance of Haydn’s Seasons at the third of these concerts, at St. James’s Hall, on the 20th ult., had all the effect of a revival, so strangely neglected has the entire work been in England, although detached portions of it have become stock favourites with all who can appreciate the graceful and genial style which is the distinguishing characteristic of the composition.",Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"By a similar examination of one of Mozart’s and one of Beethoven’s, it is our object to ascertain how far we have been accurate in our description of the principal differences in the three styles, and to discover if any improvements have been made by the two latter in the models left them by the illustrious inventor of the symphony.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"By a similar examination of one of Mozart’s and one of Beethoven’s, it is our object to ascertain how far we have been accurate in our description of the principal differences in the three styles, and to discover if any improvements have been made by the two latter in the models left them by the illustrious inventor of the symphony.",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"In the course of the late season of morning concerts, we heard one of the best glees of Webbe, which we had not heard for thirty years before, when it was performed by the Vaughans, Knyvetts, & c., at a concert given by a Miss Bonwick, at the London Tavern",Webbe,person,(Q7412899),family name,What is the family name of Webbe?,Webb
"The Beethoven festival, held from the 5th. to the 7th ult., under the direction of Capellmeister Steinbach, with the Meiningen orchestra and the choir of.the Musik - Verein, was exceedingly well attended, and there is but one voice as to the general excellence of the performances.",Capellmeister Steinbach,person,(Q70648),family name,What is the family name of Capellmeister Steinbach?,Steinbach
"Leo was the founder ofa school in Naples, that very widely spread the fame of his country, and became a nursery for those celebrated singers, who afterwards filled Giovanni Ansani, or Anzani, was an lalian singer and composer of some eminence.",Leo,person,(Q316735),family name,What is the family name of Leo?,Leo
"Leo was the founder ofa school in Naples, that very widely spread the fame of his country, and became a nursery for those celebrated singers, who afterwards filled Giovanni Ansani, or Anzani, was an lalian singer and composer of some eminence.",Giovanni Ansani,person,(Q2813673),family name,What is the family name of Giovanni Ansani?,Q37075943
"Leo was the founder ofa school in Naples, that very widely spread the fame of his country, and became a nursery for those celebrated singers, who afterwards filled Giovanni Ansani, or Anzani, was an lalian singer and composer of some eminence.",Anzani,person,(Q2813673),family name,What is the family name of Anzani?,Q37075943
"The Emperor Joseph II., ashamed of this neglect of native talent, determined to show his subjects what their own country could produce, and for this purpose engaged the services of Mozart, whose attachment to this Prince was so great that he wished never to leave him.",Emperor Joseph II,person,(Q76555),family name,What is the family name of Emperor Joseph II?,
